row,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bin_num,bin_cat,ord_num,ord_cat,dateTime,year,age,elapsed_days,month,hour,nominal_num,nominal_cat
391,-122.16,37.74,44.0,1097,239.0,609.0,215.0,2.0227,103100.0,NEAR BAY,0.0,No,1.0,Very Low,2024-07-16 09:00:00,2003.0,40.0,106.0,3.0,22.0,4.0,Red
392,-122.29,37.9,49.0,1283,238.0,576.0,236.0,3.3333,276800.0,NEAR BAY,0.0,No,3.0,Medium,2019-10-08 12:00:00,2012.0,43.0,14.0,7.0,0.0,1.0,Pink
393,-122.29,37.9,52.0,1604,263.0,594.0,286.0,5.338,270900.0,NEAR BAY,,Yes,4.0,High,2020-07-12 22:00:00,2025.0,35.0,117.0,4.0,20.0,4.0,Red
394,-122.29,37.89,52.0,2248,422.0,870.0,377.0,3.4732,246200.0,NEAR BAY,0.0,No,3.0,Medium,2017-08-09 04:00:00,2015.0,30.0,154.0,1.0,18.0,3.0,Green
395,-122.3,37.9,38.0,2263,522.0,1027.0,509.0,3.5125,224200.0,NEAR BAY,0.0,No,3.0,Medium,,2015.0,13.0,150.0,10.0,16.0,2.0,Blue
396,-122.29,37.89,52.0,1571,349.0,693.0,326.0,3.1375,229100.0,NEAR BAY,0.0,No,2.0,Low,2022-08-06 21:00:00,2012.0,39.0,30.0,12.0,12.0,2.0,Blue
397,-122.3,37.89,46.0,1520,402.0,815.0,375.0,2.8036,211600.0,NEAR BAY,0.0,No,2.0,Low,2023-01-30 00:00:00,2008.0,31.0,167.0,2.0,13.0,0.0,Violet
398,-122.3,37.9,15.0,5083,1212.0,2420.0,1146.0,4.5824,256100.0,NEAR BAY,1.0,Yes,1.0,Very Low,2021-07-01 09:00:00,2004.0,19.0,44.0,2.0,5.0,3.0,Green
399,-122.3,37.89,36.0,1077,293.0,518.0,276.0,3.0208,206300.0,NEAR BAY,0.0,No,5.0,Very High,2019-04-08 03:00:00,2001.0,20.0,183.0,12.0,13.0,3.0,Green
400,-122.3,37.89,52.0,1248,283.0,620.0,275.0,4.0875,221300.0,NEAR BAY,0.0,No,4.0,High,2025-07-04 19:00:00,2020.0,36.0,101.0,9.0,3.0,4.0,Red
401,-122.33,37.89,42.0,1342,291.0,551.0,266.0,4.5268,207400.0,NEAR BAY,0.0,No,4.0,High,2016-04-09 07:00:00,2024.0,36.0,1.0,11.0,18.0,4.0,Red
402,-122.34,37.88,37.0,3061,930.0,2556.0,924.0,1.7375,350000.0,NEAR BAY,0.0,No,4.0,High,2020-04-29 06:00:00,2012.0,34.0,51.0,2.0,13.0,2.0,Blue
403,-122.29,37.89,52.0,3171,698.0,1498.0,696.0,3.1795,218200.0,NEAR BAY,0.0,No,3.0,Medium,2022-11-26 15:00:00,2002.0,22.0,179.0,10.0,21.0,0.0,Violet
404,-122.29,37.88,50.0,1211,261.0,523.0,227.0,3.8672,216700.0,NEAR BAY,1.0,Yes,2.0,Low,2020-12-13 12:00:00,2012.0,28.0,32.0,6.0,18.0,1.0,Pink
405,-122.29,37.89,52.0,979,175.0,374.0,153.0,5.1675,270600.0,NEAR BAY,0.0,No,5.0,Very High,2023-01-28 06:00:00,2003.0,17.0,79.0,9.0,10.0,2.0,Blue
406,-122.29,37.89,52.0,2269,380.0,1004.0,371.0,5.1696,261400.0,NEAR BAY,0.0,No,3.0,Medium,2022-07-25 17:00:00,2016.0,36.0,186.0,11.0,4.0,3.0,Green
407,-122.28,37.88,52.0,1844,332.0,769.0,334.0,4.2614,261300.0,NEAR BAY,0.0,No,2.0,Low,2024-01-15 20:00:00,2014.0,21.0,49.0,12.0,6.0,3.0,Green
408,-122.29,37.89,52.0,2178,421.0,940.0,423.0,5.0551,232200.0,NEAR BAY,,No,2.0,Low,2020-07-31 07:00:00,2022.0,25.0,61.0,10.0,8.0,1.0,Pink
409,-122.27,37.9,42.0,1650,274.0,645.0,256.0,5.6228,375400.0,NEAR BAY,1.0,Yes,5.0,Very High,,2024.0,16.0,43.0,11.0,15.0,4.0,Red
410,-122.26,37.9,52.0,1927,279.0,705.0,288.0,7.8864,357300.0,NEAR BAY,0.0,No,5.0,Very High,2016-08-25 20:00:00,2020.0,30.0,215.0,1.0,18.0,4.0,Red
411,-122.27,37.9,52.0,2079,273.0,684.0,275.0,7.9556,374400.0,NEAR BAY,1.0,Yes,3.0,Medium,2018-12-08 11:00:00,2000.0,21.0,158.0,7.0,12.0,3.0,Green
412,-122.27,37.9,52.0,1803,240.0,572.0,236.0,6.174,358800.0,NEAR BAY,1.0,Yes,1.0,Very Low,2017-10-03 04:00:00,2018.0,28.0,173.0,12.0,11.0,1.0,Pink
413,-122.27,37.9,52.0,2041,270.0,671.0,253.0,6.9414,417500.0,NEAR BAY,1.0,Yes,5.0,Very High,2017-09-02 00:00:00,2011.0,19.0,145.0,1.0,3.0,4.0,Red
414,-122.27,37.89,52.0,3046,373.0,975.0,365.0,8.8342,430500.0,NEAR BAY,1.0,Yes,4.0,High,2023-01-28 03:00:00,2004.0,27.0,119.0,3.0,15.0,4.0,Red
415,-122.28,37.9,52.0,2318,328.0,779.0,312.0,7.1754,362900.0,NEAR BAY,1.0,Yes,5.0,Very High,2018-06-11 23:00:00,2009.0,28.0,45.0,9.0,10.0,2.0,Blue
416,-122.28,37.9,52.0,2003,250.0,658.0,244.0,10.0825,397000.0,NEAR BAY,0.0,No,2.0,Low,2018-04-02 23:00:00,2023.0,33.0,23.0,2.0,7.0,1.0,Pink
417,-122.28,37.9,52.0,2261,328.0,819.0,335.0,4.9083,346800.0,NEAR BAY,1.0,Yes,3.0,Medium,2023-09-17 23:00:00,2013.0,18.0,72.0,6.0,6.0,3.0,Green
418,-122.28,37.89,52.0,1225,169.0,412.0,168.0,5.7912,327100.0,NEAR BAY,1.0,Yes,4.0,High,2015-05-06 14:00:00,2020.0,36.0,99.0,10.0,13.0,1.0,Pink
419,-122.28,37.89,52.0,2315,408.0,835.0,369.0,4.5893,290100.0,NEAR BAY,1.0,Yes,1.0,Very Low,2020-02-01 21:00:00,2006.0,44.0,11.0,5.0,9.0,2.0,Blue
420,-122.28,37.89,52.0,2070,329.0,722.0,306.0,5.4171,292000.0,NEAR BAY,1.0,Yes,1.0,Very Low,2019-09-02 07:00:00,2006.0,35.0,145.0,8.0,20.0,4.0,Red
421,-122.28,37.89,52.0,2616,473.0,1085.0,487.0,4.125,270900.0,NEAR BAY,0.0,No,5.0,Very High,2023-12-24 11:00:00,2025.0,41.0,95.0,2.0,20.0,1.0,Pink
422,-122.27,37.89,52.0,2640,366.0,973.0,355.0,7.266,371100.0,NEAR BAY,0.0,No,4.0,High,2024-06-17 08:00:00,2014.0,16.0,15.0,1.0,16.0,2.0,Blue
423,-122.27,37.89,52.0,1978,293.0,723.0,272.0,5.3989,335600.0,NEAR BAY,1.0,Yes,2.0,Low,2024-02-29 08:00:00,2000.0,40.0,198.0,2.0,15.0,1.0,Pink
424,-122.26,37.9,37.0,2220,335.0,903.0,362.0,7.8336,371300.0,NEAR BAY,1.0,Yes,5.0,Very High,2018-05-07 15:00:00,2021.0,19.0,149.0,1.0,20.0,0.0,Violet
425,-122.25,37.89,41.0,1125,195.0,356.0,181.0,6.1593,344000.0,NEAR BAY,0.0,No,3.0,Medium,2016-08-02 23:00:00,2007.0,16.0,7.0,4.0,17.0,2.0,Blue
426,-122.26,37.89,52.0,3078,494.0,1005.0,462.0,6.381,342200.0,NEAR BAY,0.0,No,2.0,Low,2025-05-16 09:00:00,2009.0,13.0,106.0,12.0,22.0,3.0,Green
427,-122.26,37.89,52.0,3706,531.0,1205.0,504.0,6.6828,370900.0,NEAR BAY,0.0,No,2.0,Low,2019-02-04 00:00:00,2000.0,19.0,36.0,6.0,21.0,1.0,Pink
428,-122.25,37.89,37.0,3000,457.0,987.0,450.0,7.5385,350000.0,NEAR BAY,1.0,Yes,5.0,Very High,2016-12-15 19:00:00,2005.0,31.0,157.0,12.0,17.0,2.0,Blue
429,-122.25,37.89,42.0,2863,460.0,1031.0,448.0,6.7138,368600.0,NEAR BAY,1.0,Yes,5.0,Very High,2016-06-27 04:00:00,2001.0,30.0,172.0,4.0,13.0,1.0,Pink
430,-122.26,37.88,52.0,2551,417.0,894.0,404.0,6.2425,391800.0,NEAR BAY,0.0,No,3.0,Medium,2021-11-18 04:00:00,2018.0,41.0,33.0,4.0,5.0,4.0,Red
431,-122.26,37.88,52.0,2255,410.0,823.0,377.0,5.7979,415300.0,NEAR BAY,0.0,No,4.0,High,2021-03-26 10:00:00,2021.0,33.0,19.0,1.0,21.0,0.0,Violet
432,-122.27,37.88,52.0,3360,648.0,1232.0,621.0,4.2813,284900.0,NEAR BAY,1.0,Yes,4.0,High,,2017.0,18.0,81.0,3.0,18.0,0.0,Violet
433,-122.27,37.88,52.0,1693,391.0,669.0,367.0,3.5417,287500.0,NEAR BAY,0.0,No,1.0,Very Low,2025-11-11 23:00:00,2019.0,28.0,102.0,6.0,6.0,4.0,Red
434,-122.27,37.88,44.0,2252,592.0,989.0,550.0,3.0132,272900.0,NEAR BAY,0.0,No,4.0,High,2020-08-20 05:00:00,2007.0,34.0,132.0,7.0,13.0,3.0,Green
435,-122.28,37.88,52.0,2495,491.0,1058.0,464.0,4.1429,259600.0,NEAR BAY,0.0,No,5.0,Very High,2016-11-27 05:00:00,2001.0,20.0,25.0,7.0,20.0,1.0,Pink
436,-122.28,37.88,52.0,1193,200.0,506.0,207.0,4.1912,254500.0,NEAR BAY,0.0,No,1.0,Very Low,2022-12-06 13:00:00,2019.0,17.0,34.0,3.0,10.0,4.0,Red
437,-122.28,37.88,52.0,1172,215.0,489.0,218.0,3.9167,235600.0,NEAR BAY,1.0,Yes,5.0,Very High,2022-01-11 03:00:00,2000.0,28.0,112.0,12.0,18.0,4.0,Red
438,-122.29,37.88,52.0,2159,424.0,824.0,388.0,3.8897,218400.0,NEAR BAY,0.0,No,2.0,Low,2017-10-30 18:00:00,2025.0,12.0,70.0,12.0,3.0,3.0,Green
439,-122.29,37.88,48.0,2365,490.0,1034.0,475.0,3.1065,229200.0,NEAR BAY,,No,3.0,Medium,2024-02-22 00:00:00,2001.0,43.0,155.0,11.0,5.0,2.0,Blue
440,-122.29,37.88,46.0,1895,442.0,920.0,425.0,2.9926,192100.0,NEAR BAY,,Yes,4.0,High,2019-01-16 12:00:00,2011.0,39.0,0.0,1.0,19.0,2.0,Blue
441,-122.29,37.88,52.0,1650,395.0,841.0,380.0,3.556,179300.0,NEAR BAY,1.0,Yes,1.0,Very Low,2018-03-08 06:00:00,2009.0,20.0,158.0,7.0,10.0,1.0,Pink
442,-122.3,37.88,45.0,453,146.0,749.0,137.0,1.475,187500.0,NEAR BAY,1.0,Yes,4.0,High,2019-04-01 02:00:00,2024.0,30.0,186.0,11.0,12.0,1.0,Pink
443,-122.3,37.88,52.0,409,97.0,208.0,98.0,1.6971,138800.0,NEAR BAY,0.0,No,1.0,Very Low,2023-05-09 10:00:00,2020.0,17.0,38.0,8.0,21.0,4.0,Red
444,-122.3,37.87,10.0,503,118.0,228.0,100.0,2.1705,150000.0,NEAR BAY,1.0,Yes,4.0,High,2017-01-15 20:00:00,2025.0,33.0,142.0,5.0,23.0,4.0,Red
445,-122.3,37.86,50.0,499,127.0,287.0,128.0,2.75,140600.0,NEAR BAY,1.0,Yes,5.0,Very High,2017-01-20 06:00:00,2025.0,28.0,92.0,12.0,5.0,0.0,Violet
446,-122.29,37.85,52.0,477,119.0,218.0,106.0,2.5682,120000.0,NEAR BAY,0.0,No,3.0,Medium,2018-05-21 14:00:00,2021.0,14.0,188.0,1.0,22.0,1.0,Pink
447,-122.3,37.88,46.0,1647,376.0,854.0,355.0,2.9,144800.0,NEAR BAY,0.0,No,4.0,High,2015-03-03 13:00:00,2008.0,26.0,120.0,4.0,22.0,4.0,Red
448,-122.3,37.87,52.0,3123,749.0,1695.0,684.0,2.2208,144800.0,NEAR BAY,0.0,No,2.0,Low,2018-04-13 22:00:00,2025.0,37.0,127.0,8.0,8.0,1.0,Pink
449,-122.28,37.88,52.0,957,188.0,403.0,172.0,3.2344,245500.0,NEAR BAY,0.0,No,4.0,High,2022-11-20 14:00:00,2017.0,25.0,45.0,1.0,12.0,0.0,Violet
450,-122.28,37.87,52.0,589,132.0,288.0,131.0,3.5156,200000.0,NEAR BAY,1.0,Yes,2.0,Low,2020-12-13 05:00:00,2007.0,33.0,209.0,8.0,3.0,0.0,Violet
451,-122.28,37.87,49.0,2026,548.0,963.0,521.0,1.9805,173700.0,NEAR BAY,0.0,No,1.0,Very Low,2023-12-22 11:00:00,2004.0,19.0,120.0,4.0,17.0,2.0,Blue
452,-122.29,37.87,50.0,1829,536.0,1129.0,516.0,2.6684,185600.0,NEAR BAY,0.0,No,5.0,Very High,2023-11-27 05:00:00,2007.0,25.0,160.0,7.0,17.0,0.0,Violet
453,-122.29,37.87,52.0,895,198.0,386.0,204.0,3.875,182600.0,NEAR BAY,1.0,Yes,5.0,Very High,2023-04-24 12:00:00,2002.0,18.0,8.0,10.0,19.0,0.0,Violet
454,-122.28,37.88,52.0,1909,416.0,811.0,406.0,3.006,227900.0,NEAR BAY,0.0,No,3.0,Medium,2019-03-31 02:00:00,2017.0,37.0,194.0,1.0,18.0,1.0,Pink
455,-122.28,37.87,46.0,3022,696.0,1293.0,675.0,2.543,220700.0,NEAR BAY,1.0,Yes,3.0,Medium,2019-10-17 02:00:00,2020.0,19.0,211.0,3.0,12.0,0.0,Violet
456,-122.28,37.87,46.0,1777,446.0,805.0,431.0,2.8676,212000.0,NEAR BAY,0.0,No,2.0,Low,2020-11-08 01:00:00,2025.0,20.0,197.0,7.0,12.0,1.0,Pink
457,-122.27,37.88,52.0,2803,930.0,1372.0,876.0,2.1907,271400.0,NEAR BAY,0.0,No,4.0,High,2020-01-27 16:00:00,2005.0,27.0,142.0,8.0,13.0,0.0,Violet
458,-122.27,37.87,30.0,1465,439.0,862.0,425.0,1.7778,268800.0,NEAR BAY,1.0,Yes,1.0,Very Low,2025-02-02 03:00:00,2015.0,26.0,18.0,6.0,13.0,2.0,Blue
459,-122.27,37.88,37.0,2619,682.0,1152.0,616.0,2.52,277800.0,NEAR BAY,1.0,Yes,4.0,High,2019-06-10 17:00:00,2025.0,37.0,32.0,2.0,15.0,4.0,Red
460,-122.26,37.88,52.0,1149,255.0,483.0,249.0,4.2788,332500.0,NEAR BAY,0.0,No,2.0,Low,2023-06-04 21:00:00,2001.0,30.0,202.0,10.0,12.0,4.0,Red
461,-122.26,37.88,52.0,2363,604.0,1558.0,573.0,2.944,338900.0,NEAR BAY,1.0,Yes,1.0,Very Low,2023-01-04 06:00:00,2021.0,38.0,81.0,1.0,21.0,2.0,Blue
462,-122.26,37.88,52.0,2604,837.0,1798.0,769.0,1.725,287500.0,NEAR BAY,0.0,No,4.0,High,2016-06-03 00:00:00,2018.0,27.0,151.0,6.0,0.0,4.0,Red
463,-122.25,37.87,41.0,685,141.0,266.0,123.0,5.2289,384600.0,NEAR BAY,1.0,Yes,2.0,Low,2018-01-10 19:00:00,2013.0,45.0,72.0,4.0,6.0,0.0,Violet
464,-122.25,37.87,42.0,1756,465.0,2184.0,422.0,2.5562,371400.0,NEAR BAY,0.0,No,4.0,High,,2018.0,38.0,139.0,4.0,16.0,0.0,Violet
465,-122.25,37.87,52.0,1204,460.0,2016.0,477.0,0.949,350000.0,NEAR BAY,1.0,Yes,4.0,High,2025-01-28 23:00:00,2018.0,32.0,74.0,4.0,20.0,4.0,Red
466,-122.25,37.87,52.0,609,236.0,1349.0,250.0,1.1696,500001.0,NEAR BAY,0.0,No,1.0,Very Low,2018-04-17 06:00:00,2010.0,28.0,105.0,4.0,20.0,3.0,Green
467,-122.26,37.87,52.0,1087,371.0,3337.0,350.0,1.4012,175000.0,NEAR BAY,0.0,No,5.0,Very High,2025-02-03 15:00:00,2014.0,34.0,141.0,8.0,8.0,1.0,Pink
468,-122.26,37.87,52.0,2773,998.0,1721.0,949.0,1.1859,241700.0,NEAR BAY,1.0,Yes,4.0,High,2023-02-14 15:00:00,2005.0,30.0,37.0,1.0,22.0,2.0,Blue
469,-122.27,37.87,35.0,3218,1108.0,1675.0,1000.0,1.7464,216700.0,NEAR BAY,0.0,No,3.0,Medium,2025-09-02 14:00:00,2006.0,28.0,79.0,9.0,1.0,0.0,Violet
470,-122.27,37.87,49.0,1350,368.0,707.0,350.0,2.8846,211300.0,NEAR BAY,1.0,Yes,3.0,Medium,2018-10-24 18:00:00,2004.0,12.0,118.0,12.0,14.0,1.0,Pink
471,-122.27,37.87,52.0,3084,698.0,1424.0,694.0,2.7372,210200.0,NEAR BAY,1.0,Yes,2.0,Low,2024-11-16 01:00:00,2012.0,42.0,39.0,9.0,5.0,3.0,Green
472,-122.28,37.86,52.0,938,195.0,393.0,189.0,3.8594,196400.0,NEAR BAY,0.0,No,1.0,Very Low,2016-12-28 02:00:00,2003.0,21.0,193.0,6.0,12.0,0.0,Violet
473,-122.28,37.87,52.0,1813,353.0,828.0,339.0,3.5625,191700.0,NEAR BAY,0.0,No,5.0,Very High,2022-09-27 17:00:00,2024.0,22.0,21.0,10.0,14.0,0.0,Violet
474,-122.28,37.87,52.0,1233,300.0,571.0,292.0,2.2788,182300.0,NEAR BAY,0.0,No,4.0,High,2023-04-12 22:00:00,2022.0,26.0,13.0,9.0,13.0,3.0,Green
475,-122.29,37.87,44.0,2539,755.0,1382.0,713.0,2.537,175000.0,NEAR BAY,1.0,Yes,4.0,,2025-10-24 18:00:00,2013.0,42.0,104.0,5.0,7.0,1.0,Pink
476,-122.29,37.87,46.0,1267,324.0,792.0,321.0,2.525,165900.0,NEAR BAY,1.0,Yes,4.0,High,2018-07-28 09:00:00,2024.0,25.0,157.0,1.0,5.0,4.0,Red
477,-122.29,37.86,52.0,1665,404.0,815.0,372.0,1.9946,156900.0,NEAR BAY,0.0,No,1.0,Very Low,2016-01-29 06:00:00,2016.0,16.0,54.0,8.0,20.0,0.0,Violet
478,-122.28,37.86,52.0,1659,367.0,788.0,346.0,2.8214,164300.0,NEAR BAY,1.0,Yes,2.0,Low,2023-08-27 19:00:00,2012.0,21.0,99.0,12.0,0.0,3.0,Green
479,-122.29,37.87,52.0,2225,460.0,1145.0,430.0,2.6165,150000.0,NEAR BAY,1.0,Yes,2.0,Low,2020-07-06 17:00:00,2000.0,14.0,26.0,7.0,14.0,3.0,Green
480,-122.29,37.86,50.0,2485,607.0,1354.0,563.0,1.9483,150500.0,NEAR BAY,1.0,Yes,4.0,High,2016-12-06 23:00:00,2006.0,15.0,6.0,10.0,23.0,1.0,Pink
481,-122.28,37.86,52.0,2031,450.0,958.0,445.0,1.9327,169900.0,NEAR BAY,1.0,Yes,1.0,Very Low,2020-07-22 11:00:00,2016.0,22.0,187.0,12.0,9.0,2.0,Blue
482,-122.28,37.86,49.0,2932,668.0,1361.0,608.0,1.9798,147400.0,NEAR BAY,1.0,Yes,5.0,Very High,2021-11-24 09:00:00,2024.0,21.0,8.0,3.0,13.0,2.0,Blue
483,-122.28,37.85,52.0,2246,472.0,1005.0,449.0,2.4167,152700.0,NEAR BAY,1.0,Yes,3.0,Medium,2017-11-01 01:00:00,2014.0,39.0,30.0,4.0,4.0,4.0,Red
484,-122.27,37.86,49.0,2052,435.0,924.0,414.0,2.5417,182700.0,NEAR BAY,1.0,Yes,3.0,Medium,2017-12-22 15:00:00,2015.0,19.0,84.0,9.0,7.0,4.0,Red
485,-122.28,37.86,52.0,1999,417.0,780.0,358.0,3.3906,179300.0,NEAR BAY,0.0,No,1.0,Very Low,2017-02-08 22:00:00,2025.0,40.0,69.0,9.0,19.0,2.0,Blue
486,-122.28,37.86,52.0,3007,691.0,1582.0,636.0,2.5652,157700.0,NEAR BAY,1.0,Yes,1.0,Very Low,2020-05-20 00:00:00,2012.0,45.0,110.0,8.0,18.0,2.0,Blue
487,-122.28,37.86,41.0,2214,550.0,1213.0,568.0,2.2845,153100.0,NEAR BAY,0.0,No,1.0,Very Low,2018-05-11 20:00:00,2015.0,14.0,146.0,10.0,10.0,4.0,Red
488,-122.27,37.86,52.0,1088,305.0,486.0,267.0,2.6071,250000.0,NEAR BAY,1.0,Yes,2.0,Low,2018-08-30 06:00:00,2020.0,12.0,188.0,3.0,11.0,0.0,Violet
489,-122.27,37.86,52.0,834,186.0,494.0,175.0,3.15,206300.0,NEAR BAY,0.0,No,4.0,High,2023-04-27 01:00:00,2008.0,17.0,188.0,10.0,8.0,4.0,Red
490,-122.27,37.86,52.0,1769,372.0,849.0,365.0,2.6914,218800.0,NEAR BAY,1.0,Yes,2.0,Low,2016-12-25 04:00:00,2022.0,42.0,63.0,3.0,19.0,0.0,Violet
491,-122.27,37.86,52.0,2307,583.0,1127.0,548.0,1.8447,198200.0,NEAR BAY,1.0,Yes,3.0,Medium,2023-06-28 19:00:00,2005.0,34.0,91.0,6.0,0.0,2.0,Blue
492,-122.26,37.86,35.0,5161,1744.0,3276.0,1742.0,1.6307,253600.0,NEAR BAY,1.0,Yes,4.0,High,2023-08-06 19:00:00,2000.0,37.0,0.0,2.0,13.0,0.0,Violet
493,-122.26,37.86,52.0,3497,832.0,1493.0,794.0,2.9044,257400.0,NEAR BAY,1.0,Yes,1.0,Very Low,2017-06-18 08:00:00,2008.0,14.0,92.0,11.0,11.0,2.0,Blue
494,-122.26,37.86,52.0,3774,744.0,1461.0,679.0,2.9405,289500.0,NEAR BAY,0.0,No,2.0,Low,2018-10-18 17:00:00,2001.0,13.0,47.0,4.0,3.0,2.0,Blue
495,-122.26,37.86,52.0,2888,604.0,1253.0,538.0,3.3893,241700.0,NEAR BAY,0.0,No,3.0,Medium,2025-04-30 03:00:00,2003.0,25.0,69.0,2.0,23.0,4.0,Red
496,-122.25,37.86,48.0,2153,517.0,1656.0,459.0,3.0417,489600.0,NEAR BAY,1.0,Yes,5.0,Very High,2023-01-01 13:00:00,2011.0,45.0,90.0,2.0,10.0,3.0,Green
497,-122.25,37.86,52.0,1389,191.0,514.0,202.0,7.0897,446200.0,NEAR BAY,0.0,No,4.0,High,2021-12-25 17:00:00,2007.0,18.0,17.0,8.0,3.0,0.0,Violet
498,-122.25,37.86,52.0,1709,318.0,719.0,295.0,5.0463,456300.0,NEAR BAY,0.0,No,1.0,Very Low,2015-10-05 17:00:00,2012.0,12.0,60.0,10.0,22.0,2.0,Blue
499,-122.25,37.86,52.0,1587,444.0,878.0,449.0,1.7652,336800.0,NEAR BAY,1.0,Yes,1.0,Very Low,2018-06-07 21:00:00,2020.0,36.0,23.0,11.0,17.0,3.0,Green
500,-122.24,37.86,52.0,1668,225.0,517.0,214.0,7.8521,500001.0,NEAR BAY,1.0,Yes,1.0,Very Low,2022-09-01 11:00:00,2008.0,30.0,177.0,1.0,2.0,0.0,Violet
501,-122.24,37.85,52.0,3726,474.0,1366.0,496.0,9.3959,500001.0,NEAR BAY,0.0,No,5.0,Very High,2018-07-29 22:00:00,2015.0,40.0,89.0,4.0,3.0,2.0,Blue
502,-122.25,37.86,52.0,4048,663.0,1316.0,590.0,5.3794,376900.0,NEAR BAY,1.0,Yes,5.0,Very High,2021-08-23 05:00:00,2012.0,35.0,95.0,2.0,12.0,4.0,Red
503,-122.26,37.85,52.0,3618,768.0,1508.0,755.0,3.2619,309600.0,NEAR BAY,1.0,Yes,1.0,Very Low,2021-06-23 18:00:00,2007.0,26.0,151.0,2.0,3.0,4.0,Red
504,-122.27,37.85,52.0,4076,920.0,1800.0,815.0,2.7054,182300.0,NEAR BAY,1.0,Yes,1.0,Very Low,2022-06-09 18:00:00,2025.0,20.0,43.0,11.0,7.0,0.0,Violet
505,-122.27,37.85,47.0,2077,400.0,719.0,326.0,2.2431,172700.0,NEAR BAY,1.0,Yes,4.0,High,2025-02-02 13:00:00,2014.0,24.0,132.0,1.0,14.0,0.0,Violet
506,-122.27,37.85,50.0,1279,300.0,675.0,255.0,1.9028,150800.0,NEAR BAY,1.0,Yes,3.0,Medium,2017-04-17 06:00:00,2018.0,38.0,77.0,9.0,11.0,2.0,Blue
507,-122.27,37.85,52.0,1974,426.0,875.0,363.0,1.5817,153600.0,NEAR BAY,1.0,Yes,4.0,High,2016-04-24 20:00:00,2024.0,16.0,144.0,12.0,9.0,0.0,Violet
508,-122.27,37.85,52.0,335,83.0,152.0,77.0,2.2841,106300.0,NEAR BAY,0.0,No,5.0,Very High,2015-07-01 04:00:00,2017.0,24.0,151.0,3.0,19.0,4.0,Red
509,-122.27,37.85,47.0,1375,307.0,843.0,319.0,1.3785,142300.0,NEAR BAY,0.0,No,2.0,Low,2020-10-02 05:00:00,2007.0,12.0,50.0,12.0,18.0,4.0,Red
510,-122.28,37.85,52.0,610,145.0,281.0,132.0,2.9018,119400.0,NEAR BAY,0.0,No,4.0,High,2016-04-14 14:00:00,2007.0,35.0,101.0,11.0,8.0,1.0,Pink
511,-122.28,37.85,44.0,1025,198.0,506.0,204.0,1.73,147900.0,NEAR BAY,0.0,No,3.0,Medium,2025-11-14 11:00:00,2003.0,19.0,101.0,10.0,18.0,3.0,Green
512,-122.28,37.85,48.0,2063,484.0,1054.0,466.0,2.2625,132900.0,NEAR BAY,1.0,Yes,2.0,Low,2015-09-05 23:00:00,2002.0,34.0,33.0,8.0,9.0,0.0,Violet
513,-122.29,37.84,35.0,1872,419.0,1017.0,414.0,2.2106,132500.0,NEAR BAY,0.0,No,4.0,High,2016-06-09 19:00:00,2010.0,27.0,156.0,2.0,8.0,4.0,Red
514,-122.28,37.83,52.0,3108,813.0,1623.0,765.0,2.6997,126900.0,NEAR BAY,1.0,Yes,2.0,Low,2024-11-22 12:00:00,2001.0,28.0,24.0,8.0,16.0,4.0,Red
515,-122.3,37.84,14.0,7355,2408.0,3100.0,2051.0,4.0018,143800.0,NEAR BAY,1.0,Yes,3.0,Medium,2025-06-14 12:00:00,2009.0,18.0,67.0,7.0,3.0,3.0,Green
516,-122.23,37.83,52.0,2990,379.0,947.0,361.0,7.8772,500001.0,NEAR BAY,1.0,Yes,2.0,Low,2025-09-27 03:00:00,2018.0,12.0,60.0,5.0,17.0,1.0,Pink
517,-122.22,37.82,39.0,2492,310.0,808.0,315.0,11.8603,500001.0,NEAR BAY,1.0,Yes,1.0,Very Low,2020-05-31 19:00:00,2005.0,14.0,152.0,4.0,0.0,1.0,Pink
518,-122.22,37.82,42.0,2991,335.0,1018.0,335.0,13.499,500001.0,NEAR BAY,0.0,No,5.0,Very High,2021-05-24 12:00:00,2002.0,42.0,82.0,6.0,16.0,1.0,Pink
519,-122.23,37.82,52.0,3242,366.0,1001.0,352.0,12.2138,500001.0,NEAR BAY,0.0,No,3.0,Medium,2016-01-08 22:00:00,2017.0,25.0,148.0,5.0,6.0,3.0,Green
520,-122.23,37.82,52.0,3051,381.0,1005.0,369.0,8.1872,466100.0,NEAR BAY,0.0,No,3.0,Medium,2022-09-17 09:00:00,2016.0,44.0,81.0,8.0,11.0,1.0,Pink
521,-122.23,37.82,52.0,3494,396.0,1192.0,383.0,12.3804,500001.0,NEAR BAY,1.0,Yes,5.0,Very High,2018-12-03 16:00:00,2000.0,37.0,52.0,4.0,3.0,4.0,Red
522,-122.24,37.83,52.0,1757,246.0,585.0,227.0,5.8948,457800.0,NEAR BAY,0.0,No,3.0,Medium,2020-03-17 20:00:00,2000.0,22.0,9.0,7.0,6.0,0.0,Violet
523,-122.24,37.83,52.0,2449,312.0,916.0,316.0,8.1194,471600.0,NEAR BAY,0.0,No,4.0,High,2024-08-26 22:00:00,2013.0,21.0,187.0,7.0,2.0,2.0,Blue
